add_time,avaliableStockNum,defaultImageUrl,goodsId,isAllStockEmpty,isCanSell,isExistEmptyStock,isMultiSku,isPreSell,isPutAway,maxPrice,minPrice,putAwayDate,salesNum,sellModelType,sortNum,title
2020-04-28,184,https://image-c.weimobwmc.com/saas-wxbiz/1d1f97bb124a45daa2e30a0c78dffbb2.png,1206990850189,False,True,False,0,,0,126.0,126.0,1585136913000,0,,0,儿童头盔-3D坦克
2020-04-28,177,https://image-c.weimobwmc.com/saas-wxbiz/088198c1d7eb4376bd32ba3b92b66086.png,1207001430189,False,True,False,0,,0,126.0,126.0,1585136842000,0,,0,儿童头盔-亲子款
2020-04-28,462,https://image-c.weimobwmc.com/saas-wxbiz/21ce2bde0a294480bf17372cbd3ff8f1.png,1206996000189,False,True,False,1,,0,159.0,159.0,1585136605000,2,,4,3C时尚头盔
2020-04-28,6000,https://image-c.weimobwmc.com/saas-wxbiz/60fa2c6f064341cba271b73c4dbb6f3b.jpg,1206173300189,False,True,False,1,,0,3390.0,3390.0,1584948429000,0,,0,【博冠】外在动人 内在动心 铅酸48V20AH
2020-04-28,1177,https://image-c.weimobwmc.com/saas-wxbiz/c5a6e0b638a5457b85dc897c89bef57c.jpg,1204774720189,False,True,False,0,,0,1.0,1.0,1584500359000,17,,0,一元图标  后台专用
2020-04-28,6000,https://image-c.weimobwmc.com/saas-wxbiz/6089cb2139a240dfb1ed4d835023126b.jpg,1204427690189,False,True,False,1,,0,1999.0,1999.0,1584364198000,2,,0,【小金鼠 新国标】灵动小巧 向光前行  铅酸48V12AH
2020-04-28,399,https://image-c.weimobwmc.com/saas-wxbiz/dd5699e5e4e742c9969c222a82b12a0b.jpg,1204430350189,False,True,False,1,,0,3699.0,3699.0,1584361405000,0,,0,【T6 劲远版靠背】追求卓越，品味不凡 铅酸60V20AH
2020-04-28,5000,https://image-c.weimobwmc.com/saas-wxbiz/135caf7db8104998b6bf39549a07f047.jpg,1204202700189,False,True,False,1,,0,3590.0,3590.0,1584324838000,0,,0,【欧豆锂电新国标】美学大灯 基因传承 锂电48V15AH
2020-04-28,5000,https://image-c.weimobwmc.com/saas-wxbiz/3d87e09b0de24515aa0771dcba713b3e.jpg,1204200610189,False,True,False,1,,0,3490.0,3490.0,1584324616000,0,,0,【欧K锂电】小巧 灵活 时尚 锂电48V15AH
2020-04-28,3000,https://image-c.weimobwmc.com/saas-wxbiz/63f372cd9dce4d21a11b4856b650e3e5.jpg,1204139160189,False,True,False,1,,0,3499.0,3499.0,1584265278000,1,,0,【锐鹰劲霸靠背版】锋芒，锐不可挡 铅酸60V20AH
2020-04-28,5000,https://image-c.weimobwmc.com/saas-wxbiz/e21b3eaf53ba4117b14d01da28f69082.jpg,1204143920189,False,True,False,1,,0,3390.0,3390.0,1584264872000,0,,0,【锐界智动版】转动电门 瞬间加速 铅酸60V20AH
2020-04-28,4000,https://image-c.weimobwmc.com/saas-wxbiz/734e58e9057243deb7acb5e84831fd41.jpg,1203657140189,False,True,False,1,,0,4299.0,4299.0,1584083256000,0,,0,【雷曼智动版】运动质感 冒险主义 铅酸72V20AH
2020-04-28,8000,https://image-c.weimobwmc.com/saas-wxbiz/0f6c6d5af14a4b5f8f7a9c86df56a616.jpg,1203636720189,False,True,False,1,,0,2999.0,2999.0,1584081351000,0,,0,【速迅 轻摩版】轻松出行 尽情驰骋  铅酸48V20AH
2020-04-28,8000,https://image-c.weimobwmc.com/saas-wxbiz/4b701c42aec84c858e435329f1a9ff48.jpg,1203634780189,False,True,False,1,,0,2799.0,2799.0,1584081040000,0,,0,【尚纳轻摩版】 铅酸48V20AH
2020-04-28,12000,https://image-c.weimobwmc.com/saas-wxbiz/638180e505e54c689bb81daae056ed3c.jpg,1203632670189,False,True,False,1,,0,2799.0,2799.0,1584080573000,0,,0,【速威 轻摩版】全面智能仪表  铅酸48V20AH
2020-04-28,14000,https://image-c.weimobwmc.com/saas-wxbiz/b39ef1899c06477abc24dbe14ca6307d.jpg,1203629760189,False,True,False,1,,0,2799.0,2799.0,1584542347000,0,,0,【小飞象 新国标】 轻而不同 耀目而来  铅酸48V20AH
2020-04-28,12000,https://image-c.weimobwmc.com/saas-wxbiz/8dc0edb3f417477980f15fc99bf6209c.jpg,1203622680189,False,True,False,1,,0,2399.0,2399.0,1587824664000,0,,0,【小王子 轻摩版】 热销爆款 全新升级  铅酸48V12AH
